Entry	Entry Name	Protein names	Gene Names	Taxonomic lineage	Organism	Organism (ID)	Gene Names (synonym)	Gene Names (primary)
P47803	RGR_BOVIN	RPE-retinal G protein-coupled receptor	RGR	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	Bos taurus (Bovine)	9913		RGR
P48184	PSBD_MAIZE	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Andropogonodae (no rank), Andropogoneae (tribe), Tripsacinae (subtribe), Zea (genus)	Zea mays (Maize)	4577		psbD
P48187	PSBC_MAIZE	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Andropogonodae (no rank), Andropogoneae (tribe), Tripsacinae (subtribe), Zea (genus)	Zea mays (Maize)	4577		psbC
P48265	PSBA_BUMFI	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), PX clade (clade), Xanthophyceae (class), Mischococcales (order), Centritractaceae (family), Bumilleriopsis (genus)	Bumilleriopsis filiformis (Yellow-green alga)	2835		psbA
P49460	PSBA_TRICV	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Mediophyceae (class), Biddulphiophycidae (subclass), Eupodiscales (order), Parodontellaceae (family), Trieres (genus)	Trieres chinensis (Marine centric diatom) (Odontella sinensis)	1514140		psbA
P50155	PSBA_PICAB	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers I (clade), Pinales (order), Pinaceae (family), Picea (genus)	Picea abies (Norway spruce) (Picea excelsa)	3329		psbA
P51212	PSBA_PORPU	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Rhodophyta (phylum), Bangiophyceae (class), Bangiales (order), Bangiaceae (family), Porphyra (genus)	Porphyra purpurea (Red seaweed) (Ulva purpurea)	2787		psbA
P51470	OPSD_AQUCT	Rhodopsin	RHO	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Neobatrachia (suborder), Ranoidea (superfamily), Ranidae (family), Aquarana (genus)	Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	8400		RHO
P51471	OPSB_ANOCA	Blue-sensitive opsin (Blue photoreceptor pigment) (RH2 opsin)		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Lepidosauria (class), Squamata (order), Bifurcata (clade), Unidentata (clade), Episquamata (clade), Toxicofera (clade), Iguania (suborder), Dactyloidae (family), Anolis (genus)	Anolis carolinensis (Green anole) (American chameleon)	28377		
P51472	OPSB_PSAFA	Blue-sensitive opsin (Blue cone photoreceptor pigment)	B23	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Characiphysae (superorder), Characiformes (order), Characoidei (suborder), Characidae (family), Stethaprioninae (subfamily), Psalidodon (genus)	Psalidodon fasciatus (Banded astyanax) (Astyanax fasciatus)	223369		B23
P51473	OPSV_XENLA	Violet-sensitive opsin (Violet cone opsin) (Violet cone photoreceptor pigment)		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Xenopodinae (subfamily), Xenopus (genus), Xenopus (subgenus)	Xenopus laevis (African clawed frog)	8355		
P51476	OPSP_COLLI	Pinopsin (Pineal gland-specific opsin) (P-opsin) (Pineal opsin)		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Columbiformes (order), Columbidae (family), Columba (genus)	Columba livia (Rock dove)	8932		
P51488	OPSD_CYPCA	Rhodopsin	rho	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Cypriniphysae (superorder), Cypriniformes (order), Cyprinoidei (suborder), Cyprinidae (family), Cyprininae (subfamily), Cyprinus (genus)	Cyprinus carpio (Common carp)	7962		rho
P51759	PSBA_CROS5	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA1 cce_0636; psbA2 cce_3501	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Aphanothecaceae (family), Crocosphaera (genus), Crocosphaera subtropica (species)	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	43989	; 	psbA1; psbA2
P51764	PSBA_MICAE	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA psbA2	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Microcystis (genus)	Microcystis aeruginosa	1126	psbA2	psbA
P52202	OPSD_ALLMI	Rhodopsin	RHO	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Crocodylia (order), Alligatoridae (family), Alligatorinae (subfamily), Alligator (genus)	Alligator mississippiensis (American alligator)	8496		RHO
P56318	PSBA_CHLVU	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Chlorophyta (phylum), core chlorophytes (clade), Trebouxiophyceae (class), Chlorellales (order), Chlorellaceae (family), Chlorella clade (clade), Chlorella (genus)	Chlorella vulgaris (Green alga)	3077		psbA
P56514	OPSD_BUFBU	Rhodopsin	RHO	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Neobatrachia (suborder), Hyloidea (superfamily), Bufonidae (family), Bufo (genus)	Bufo bufo (European toad) (Rana bufo)	8384		RHO
P56515	OPSD_RHIMB	Rhodopsin	RHO	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Neobatrachia (suborder), Hyloidea (superfamily), Bufonidae (family), Rhinella (genus)	Rhinella marina (Cane toad) (Bufo marinus)	8386		RHO
P56767	PSAB_ARATH	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB AtCg00340	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Arabidopsis thaliana (Mouse-ear cress)	3702		psaB
P56777	PSBB_ARATH	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB AtCg00680	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Arabidopsis thaliana (Mouse-ear cress)	3702		psbB
P59856	PHAA_NEOYE	Allophycocyanin alpha chain	apcA	cellular organisms (no rank), Eukaryota (superkingdom), Rhodophyta (phylum), Bangiophyceae (class), Bangiales (order), Bangiaceae (family), Neopyropia (genus)	Neopyropia yezoensis (Susabi-nori) (Pyropia yezoensis)	2788		apcA
P59857	APCB_NEOYE	Allophycocyanin beta chain	apcB	cellular organisms (no rank), Eukaryota (superkingdom), Rhodophyta (phylum), Bangiophyceae (class), Bangiales (order), Bangiaceae (family), Neopyropia (genus)	Neopyropia yezoensis (Susabi-nori) (Pyropia yezoensis)	2788		apcB
P60015	OPSB_PANTR	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	OPN1SW BCP	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Pan (genus)	Pan troglodytes (Chimpanzee)	9598	BCP	OPN1SW
P60573	OPSB_PANPA	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	OPN1SW BCP	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Pan (genus)	Pan paniscus (Pygmy chimpanzee) (Bonobo)	9597	BCP	OPN1SW
P61496	PHR_THET2	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	phr TT_P0058	cellular organisms (no rank), Bacteria (superkingdom), Terrabacteria group (clade), Deinococcota (phylum), Deinococci (class), Thermales (order), Thermaceae (family), Thermus (genus), Thermus thermophilus (species)	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	262724		phr
P69550	PSBA_PINCO	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA-A psbA-I; psbA-B psbA-II	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers I (clade), Pinales (order), Pinaceae (family), Pinus (genus), Pinus subgen. Pinus (subgenus)	Pinus contorta (Shore pine) (Lodgepole pine)	3339	psbA-I; psbA-II	psbA-A; psbA-B
P69551	PSBA_PINTH	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Acrogymnospermae (clade), Pinopsida (class), Pinidae (subclass), Conifers I (clade), Pinales (order), Pinaceae (family), Pinus (genus), Pinus subgen. Pinus (subgenus)	Pinus thunbergii (Japanese black pine) (Pinus thunbergiana)	3350		psbA
P69556	PSBA_TOBAC	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (32 kDa thylakoid membrane protein) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Nicotianoideae (subfamily), Nicotianeae (tribe), Nicotiana (genus)	Nicotiana tabacum (Common tobacco)	4097		psbA
P69557	PSBA_LACSA	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), campanulids (clade), Asterales (order), Asteraceae (family), Cichorioideae (subfamily), Cichorieae (tribe), Lactucinae (subtribe), Lactuca (genus)	Lactuca sativa (Garden lettuce)	4236		psbA
P69561	PSBA_NICDE	Photosystem II protein D1 (PSII D1 protein) (EC 1.10.3.9) (32 kDa thylakoid membrane protein) (Photosystem II Q(B) protein)	psbA	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Nicotianoideae (subfamily), Nicotianeae (tribe), Nicotiana (genus)	Nicotiana debneyi (Debney's tobacco)	4089		psbA
